BrEPI_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,BrEPI_IL-1b/TNF-a/IFN-g_24:CXCL10/IP-10,BrEPI_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,BrEPI_IL-1b/TNF-a/IFN-g_24:HLA-DR,BrEPI_IL-1b/TNF-a/IFN-g_24:IL-1alpha,BrEPI_IL-1b/TNF-a/IFN-g_24:MMP-1,BrEPI_IL-1b/TNF-a/IFN-g_24:PAI-I,BrEPI_IL-1b/TNF-a/IFN-g_24:SRB,BrEPI_IL-1b/TNF-a/IFN-g_24:tPA,BrEPI_IL-1b/TNF-a/IFN-g_24:uPA,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CD106/VCAM-1,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:Collagen III,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL10/IP-10,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL8/IL-8,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL9/MIG,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:EGFR,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:M-CSF,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:MMP-1,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:PAI-I,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:Proliferation_72hr,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:SRB,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:TIMP-2,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CCL2/MCP-1,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CD54/ICAM-1,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CXCL10/IP-10,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:IL-1alpha,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:MMP-9,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:SRB,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:TIMP-2,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:uPA,HUVEC/PBMC_LPS_24:CCL2/MCP-1,HUVEC/PBMC_LPS_24:CD106/VCAM-1,HUVEC/PBMC_LPS_24:CD142/Tissue Factor,HUVEC/PBMC_LPS_24:CD40,HUVEC/PBMC_LPS_24:CD62E/E-Selectin,HUVEC/PBMC_LPS_24:CXCL8/IL-8,HUVEC/PBMC_LPS_24:IL-1alpha,HUVEC/PBMC_LPS_24:M-CSF,HUVEC/PBMC_LPS_24:sPGE2,HUVEC/PBMC_LPS_24:SRB,HUVEC/PBMC_LPS_24:sTNF-alpha,HUVEC/PBMC_SEB/TSST_24:CCL2/MCP-1,HUVEC/PBMC_SEB/TSST_24:CD38,HUVEC/PBMC_SEB/TSST_24:CD40,HUVEC/PBMC_SEB/TSST_24:CD62E/E-Selectin,HUVEC/PBMC_SEB/TSST_24:CD69,HUVEC/PBMC_SEB/TSST_24:CXCL8/IL-8,HUVEC/PBMC_SEB/TSST_24:CXCL9/MIG,HUVEC/PBMC_SEB/TSST_24:PBMC Cytotoxicity,HUVEC/PBMC_SEB/TSST_24:Proliferation,HUVEC/PBMC_SEB/TSST_24:SRB,HUVEC_IL-1b/TNF-a/IFN-g_24:CCL2/MCP-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD106/VCAM-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD141/Thrombomodulin,HUVEC_IL-1b/TNF-a/IFN-g_24:CD142/Tissue Factor,HUVEC_IL-1b/TNF-a/IFN-g_24:CD54/ICAM-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD62E/E-Selectin,HUVEC_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,HUVEC_IL-1b/TNF-a/IFN-g_24:CXCL8/IL-8,HUVEC_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,HUVEC_IL-1b/TNF-a/IFN-g_24:HLA-DR,HUVEC_IL-1b/TNF-a/IFN-g_24:Proliferation,HUVEC_IL-1b/TNF-a/IFN-g_24:SRB,HUVEC_IL-4/Histamine_24:CCL2/MCP-1,HUVEC_IL-4/Histamine_24:CCL26/Eotaxin-3,HUVEC_IL-4/Histamine_24:CD106/VCAM-1,HUVEC_IL-4/Histamine_24:CD62P/P-selectin,HUVEC_IL-4/Histamine_24:CD87/uPAR,HUVEC_IL-4/Histamine_24:SRB,HUVEC_IL-4/Histamine_24:VEGFR2,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CCL2/MCP-1,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD106/VCAM-1,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD141/Thrombomodulin,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD142/Tissue Factor,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CXCL8/IL-8,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:HLA-DR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:IL-6,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:LDLR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:M-CSF,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:Proliferation,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:Serum Amyloid A,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:SRB,mech
-0.0119646825,-0.0049263397,0.00427922,0.0025844846,-0.01189057,-0.0110133748,0.0215973438,-0.01343628,0.0385364117,-0.00728887,0.0141366529,-0.0337556205,0.0495380979,-0.03194746,0.02884518,0.03371782,0.1015413341,-0.0871013756,0.1002862677,0.0614316314,0.0225837993,0.06452359,-0.027859446,-0.0005568489,0.01345519,-0.0108759,-0.004808019,-0.007488723,0.0115165221,-0.0173733273,-0.0195915583,0.0015783566,-0.01086717,-0.0108345391,-0.0050985878,-0.0290490582,-0.0455196103,0.007248828,-0.079713818,0.0099167544,-0.3107306188,-0.0384619422,-0.003086879,-0.006280725,-0.09389811,-0.04030705,-0.0774729901,0.0142346969,-0.01434186,-0.01735221,0.002328148,-0.0010476658,-0.0108994498,0.0371628474,0.0358703013,0.0001491364,-0.0024658859,-0.0150468285,-0.0126122399,0.004552138,0.0203026438,0.005655749,-0.001162443,0.0230367847,0.01817516,0.0103200411,0.03497145,0.0430573442,-0.0057179897,0.05623685,-0.1812892226,0.0698391563,0.1338999345,0.1736981856,-0.2025446,-0.2199037265,0.0838365583,0.0125858318,-0.3744698,0.05218215,0.2947378295,0.0623048144,0.525904006,0.009146242,GR agonist
0.0044679312,-0.0068029089,0.00260849,0.0098871971,-0.009556924,-0.0391540462,0.0075254786,0.004597164,0.0097500211,-0.01068507,0.0409460102,-0.0264543095,0.0501763738,-0.03431039,0.03289083,0.0008324791,0.1237004117,-0.0673395338,0.0213618552,0.0680684758,0.0437800676,0.07344137,-0.018414744,-0.009056607,-0.01318838,-0.01101223,-0.02529046,-0.002973015,-0.0232262738,0.005515002,-0.0179491845,-0.0165184889,0.04433882,-0.0449740655,0.0207495937,0.0050406179,0.0406957807,0.007820126,-0.049848948,-0.0058071467,-0.1593616712,-0.0726088618,0.0009071819,-0.03748949,-0.0749769,-0.038285696,-0.0480983335,-0.003151401,-0.01044598,-0.03337239,-0.002296505,-0.0232311375,-0.02928478,0.0069609558,0.0415883333,-0.02099,-0.021227393,-0.0033675096,0.0015540111,-0.0285588,0.0167289771,-0.02063701,-0.01764933,0.0358866968,0.01809931,0.0272707994,0.08101714,0.0065288129,-0.0133215049,0.01888487,-0.1532937545,-0.0184323008,0.2016921012,0.1075150859,-0.1394182,-0.2267962092,0.0422632681,-0.0217654131,-0.3298,0.03163938,0.1603863242,0.0561268756,0.4229705821,0.01261062,GR agonist
-0.0287177292,-0.0043997403,0.008758393,0.0116491868,-0.01749291,-0.0578167481,-0.0180829595,-0.0007682922,-0.0018986907,-0.0265218,0.0327106837,0.0051227752,0.0708338709,-0.05260841,0.02339842,-0.01819221,0.0960380322,-0.0740891236,0.0070002858,0.0969386519,0.0406755602,0.03034649,-0.004278075,-0.02055137,0.0008193541,0.01233292,-0.02204897,-0.001069877,0.0116274731,-0.0059839938,-0.0173051893,-0.0198451612,0.0431827,-0.0278826203,0.009094397,0.0178081946,0.0014403385,0.01036132,0.001302233,-0.0086640305,-0.235324564,-0.0376822471,-0.01331857,-0.02537693,-0.1342212,-0.034888406,-0.1062823243,0.0361675826,-0.02224628,-0.06362207,-0.00755351,-0.0202689136,-0.0065466114,0.0243425589,0.0597877127,0.002560975,-0.0122851421,-0.0323531592,-0.004871335,0.007196422,0.0242317383,-0.02556519,-0.01699997,0.0613181127,0.02573558,0.0293665283,0.1726422,0.0310432282,-0.0137777254,0.04959718,-0.1415625557,0.0165697115,0.2205539368,0.0952547377,-0.1139523,-0.2399355039,0.04187001,0.009268997,-0.2731581,0.07769753,0.1507489612,0.046904567,0.4918960303,0.01139937,GR agonist
-0.0026245305,-0.0402625616,0.0004795959,0.0240498393,-0.0096297,-0.0574352295,-0.0101610455,0.005395082,-0.0135499582,-0.02722872,-0.0106856846,-0.0166835113,0.0316802207,-0.03028289,0.04463184,0.01103392,0.1013738071,-0.0896565659,0.0595376862,0.0379388059,0.0572138005,0.06842469,0.010041371,0.01155208,-0.003578714,0.002520789,0.01075023,-0.0028926,-0.0274156115,-0.005578025,0.0036888056,-0.000637727,0.02921102,-0.0037632595,0.0221249944,-0.0029505014,0.0146039398,0.01098622,-0.082215881,-0.0020430029,-0.1230096723,-0.0950294882,0.001915294,-0.01988918,-0.04177883,-0.021342087,-0.02373814,0.0080377228,0.004521167,-0.003398144,0.006465307,-0.0040004361,-0.0123410042,0.0087178567,0.024388899,-0.01278121,-0.017017109,0.0008778426,-0.0157778005,-0.002435972,0.0094997352,0.006178364,-0.004116917,0.0640456421,0.01044341,0.0314152786,0.07168242,0.0156981535,-0.0058709218,0.02872932,-0.1879644953,-0.011541785,0.1784153535,0.0903806489,-0.1623938,-0.2156265566,0.0427790185,-0.038437939,-0.3165351,0.02641855,0.1745885554,0.0571614522,0.4001488946,0.042731,GR agonist
-0.0533000786,-0.0044809627,-0.007563549,0.0015495102,-0.001462314,-0.0216618994,0.0255068984,2.310057e-05,-0.0752621689,-0.01798527,0.0076886154,-0.0724623345,0.0570329458,-0.06896818,0.04035796,-0.03937325,0.1140816742,-0.0967408263,-0.0313450564,0.0288983345,-0.022587335,0.02805613,-0.035303319,-0.04519847,-0.0009329672,0.002709915,-0.01896705,-0.004060094,-0.0283090239,0.0100612031,-0.0244107745,-0.0364309656,0.04232113,-0.069331135,0.0319367154,-0.0034145024,-0.0311620565,-0.04195735,0.015574734,-0.0277689305,-0.3752703216,-0.0620980358,-0.03573086,-0.07062239,-0.153145,-0.075326383,-0.1239314817,0.0240000003,-0.02322897,-0.08311946,-0.02891306,-0.0117348121,-0.0252932702,0.026998257,0.040289534,0.006374978,-0.0014195577,-0.0720815471,-0.0012195832,-0.01203582,0.0316130354,-0.06001277,-0.0625909,0.0157416481,-0.0135927,0.0183751933,0.1707223,0.0388176914,-0.0517062791,0.05154388,-0.1528051603,0.0076072502,0.2775425977,0.1278657726,-0.119393,-0.2272304169,0.0405259103,0.0043252392,-0.2687694,0.1578213,0.1370230611,0.0147590655,0.4816970956,0.01610102,GR agonist
-0.0026487124,0.0137918104,0.005161147,0.0260293065,0.01169445,-0.0187648077,0.0007693382,-0.01040536,-0.0246668979,0.01156142,0.0315211879,-0.0335967829,0.0181799851,-0.05731117,0.02171118,-0.02717991,0.0732013428,-0.0616557516,0.1178220378,0.0754114974,0.0145579198,0.1040257,0.096655367,-0.001052408,-0.04013489,0.03182027,0.01924317,-0.001117915,-0.0226128585,0.0393685382,0.0193333333,-0.0326338266,0.005,-0.0641323856,0.009841176,-0.0073333333,-0.0284540437,0.01370349,-0.09027697753333332,-0.0076666667,-0.32729648354666663,-0.0376666667,-0.00884619,-0.07333333,-0.2198496,-0.0414082,-0.125,-0.0496666667,-0.01115105,-0.0522729472,-0.01166667,-0.0348275422,-0.0281889109,0.0072785582,0.0485998968,-0.03821052,-0.0200614844,-0.0097831094,-0.0098117021,-0.02911362,0.0169252488,-0.03244244,-0.008634708,0.0505599236,0.005108361,-0.0037741835,0.06413962,0.0635865202,0.0236520409,0.04313133,-0.1028546712,-0.0575080963,0.1932973414,0.1492142276,-0.2053912,-0.1850230665,0.0478724408,0.0221699831,-0.3326441,-0.007584333,0.2446381697,0.0654375283,0.3419847328,0.02237095,GR agonist
-0.026952094,-0.0095292071,-0.00314005,-0.0039938277,-0.02682323,-0.0490779835,-0.0050319581,-0.00263209,-0.0186849772,-0.04076366,0.0032270189,-0.0365035858,0.045942507,-0.04216074,0.04109423,0.003188229,0.0744307348,-0.0742756821,0.1333126087,0.0651197566,0.0170199172,0.08034289,-0.009835148,0.01402941,-0.01558848,0.002902868,0.01604402,0.004586709,0.014797544,0.0029906554,-0.0188265291,-0.0181294044,-0.005634129,-0.0561990141,-0.0380502958,-0.0505662471,-0.0562681776,-0.01826528,-0.10744593,-0.0012094951,-0.2830798675,-0.0484922618,-0.009892288,-0.01591967,-0.1379017,-0.028739306,-0.0915434215,-0.0131778429,0.002576899,-0.03494618,0.01109779,-0.0331284376,-0.0236644753,-0.0127579023,0.0143816145,-0.009491605,-0.0256562819,-0.0099371626,-0.0293949083,0.004259092,-0.0095855588,-0.0107639,0.003419315,0.0114479075,-0.01152059,-0.0059105277,0.01873882,0.0429237236,0.0128225214,0.02041514,-0.1540069069,-0.0639340614,0.1535065329,0.1479078068,-0.1447214,-0.1865548513,0.0351927605,-0.0491204633,-0.3214133,-0.02825972,0.1288725531,0.0667805238,0.394727304,0.02440977,GR agonist
-0.0225534043,0.00420048,0.0005830746,0.0389827837,-0.03462669,-0.0708685444,0.0094711937,-0.00265976,-0.0367589619,-0.02781534,-0.0078543351,0.009769329,0.0360058649,-0.02968669,0.04611421,-0.01406202,0.0868956032,-0.0625510699,0.1140457055,0.0769847018,0.0190926112,0.1011004,0.00593776,0.001991198,0.002757533,-0.005892519,0.01306741,0.0003212995,0.0207698195,0.0431458958,0.0052,-0.0174953103,-0.02160036,-0.0387849058,-0.0213447897,-0.0292,-0.0821101403,0.001310555,-0.081481811,0.0055525702,-0.3607838957,-0.045,-0.005641248,-0.0294,-0.1812733,-0.049270773,-0.1406,-0.004,-0.009713882,-0.04969713,0.007,-0.0153830897,-0.014115977,-0.0144012672,0.0390660094,-0.007516118,-0.0227866326,0.0117158796,-0.0225248925,0.001512906,0.0075397339,0.005108906,0.00611678,0.0061419631,-0.005444984,0.0043757556,0.03561011,0.0409196301,0.0191162934,0.03129091,-0.1563567647,-0.0207758698,0.1967638891,0.1448673386,-0.1629102,-0.2327865489,0.0667471635,-0.0074617493,-0.2777634,-0.01409267,0.1812290796,0.0952200881,0.4098593779,0.02920596,GR agonist
-0.0156766471,-0.0130589796,-0.001796363,0.0002950438,-0.01918191,-0.0369633092,0.0014487555,-0.000760508,-0.0184106002,-0.02646469,-0.0062395785,-0.0290505314,0.0435810396,-0.02744739,0.03082161,0.02740609,0.0939054339,-0.0640248359,0.1260062867,0.0444842998,0.0206242503,0.05924765,-0.02159395,0.01083573,-0.001613763,-0.009295388,0.006562141,0.002001916,0.0036048852,-0.0131877418,-0.0075705839,-0.0073097969,-0.006064319,-0.0114675816,-0.0164592783,-0.0253519114,-0.0358606599,-0.0002238831,-0.057928302,0.0040026305,-0.1643308155,-0.0145194981,-0.005236644,0.001353409,-0.09046919,-0.008068984,-0.0662889955,-0.0082030703,-0.003621878,-0.007976354,-0.003052662,-0.0065432636,-0.0083004948,-0.0036334739,0.002049376,-0.003739655,-0.0109620076,0.0003490554,-0.0067140876,0.00127685,0.0054684656,-0.01031806,-0.000200909,-0.005977508,-0.009709192,-0.0141441962,0.02127603,0.020652651,0.0039269733,0.01434943,-0.156845078,-0.0309140432,0.1274299567,0.1308429753,-0.1237632,-0.1979673107,0.0321301325,-0.031229853,-0.3089233,-0.02728528,0.147108723,0.0806192602,0.3885870788,0.01862423,GR agonist
-0.0280104017,-0.011159311,0.00246888,-0.0258301231,0.002402099,-0.0802737967,-0.0610234773,0.001452466,-0.0261596171,-0.08948994,-0.0146548421,-0.0400269356,-0.0293895597,-0.002013086,-0.01877972,-0.01293511,-0.0491728382,0.0130873998,-0.0312245741,-0.1779789352,-0.0010566639,0.02373173,0.012017814,0.02991433,-0.0007611797,-0.002393552,-0.01707491,0.001519125,-0.0309543838,0.0079354929,-0.0507670183,0.0059363071,0.04351327,-0.0731886026,0.0366681428,-0.0205169289,-0.0522642156,0.03127975,-0.056323007,-0.0296801311,0.0419040673,-0.0398206186,-0.01029623,-0.06091083,0.02040534,-0.106872738,-0.0195399646,-0.001133188,0.02162566,-9.484204e-05,-0.05701243,-0.0639288954,-0.0258406711,-0.010880897,0.0064699312,0.01608128,0.0181102,-0.1000117289,-0.0144984541,-0.00153603,-0.0439082129,-0.07202583,-0.09046626,-0.1306251722,-0.07370777,-0.3613180632,0.1596291,-0.2322845017,-0.0678033484,-0.02408814,-0.025500296,0.025194388,0.0258931341,0.0342646812,-0.07705809,0.0135936318,0.0232012203,-0.0281741491,0.006038176,0.1349774,-0.0379647771,0.0120643861,-0.047111177,-0.002651027,H1 antagonist
-0.0009168837,0.0197936471,0.008165098,-0.0018058999,0.007936302,-0.0110018793,-0.0100324139,-0.0008795602,0.0213665587,-0.01147463,0.0011423562,-0.0213665546,-0.021495423,0.0004234928,0.0006341431,0.0150841,-0.0153716527,-0.0021430185,0.0098258601,-0.0199210936,-0.0083052831,0.03159447,-0.004085781,0.0109864,0.003922967,0.0009920345,0.005362573,-0.0008895731,0.0391501788,-0.017091853,-0.0310931467,0.0211829268,0.002943919,-0.0332323916,0.0198160976,0.0065389954,0.0055455192,0.007090593,-0.020175258,-0.0094557705,0.0354150766,0.0260262364,-0.0008308232,-0.02917113,0.01680826,-0.043404229,0.0337831574,0.001883149,0.001214073,-0.007987081,-0.01603861,-0.0038625791,-0.0232224677,-0.0132678567,-0.0426564457,-0.005223629,0.0077029803,-0.0400081134,0.0071081717,-0.000368371,-0.0333818876,-0.01181716,-0.02175059,-0.0912828878,-0.04924726,-0.2970583772,0.09636127,-0.1472327901,-0.0577644021,-0.03705147,0.0230789428,-0.0030677422,-0.0131088659,0.0117812124,-0.002150903,-0.0004555463,0.0167342417,0.0132694633,-0.002930397,0.03118305,0.0100822912,0.0274054432,-0.000658368,-0.0005810215,H1 antagonist
-0.0276592356,0.0124928274,0.004092172,0.0172903892,0.01085595,-0.0047921223,-0.0410306345,-0.0008460173,0.0138134287,-0.04064886,-0.0122269554,-0.0262289672,-0.0091193475,0.004447704,-0.02084159,-0.002534037,-0.0408619333,-0.0025461602,-0.0252296591,-0.1051234627,-0.0082574076,-0.01808772,0.02712111,0.0185377,0.01016808,0.005344626,4.186169e-05,-0.0003657287,0.0081962923,-0.0006414134,-0.0236663617,-0.0129277004,0.01466533,-0.0350214693,0.0425841544,0.018512288,-0.0010379974,0.02146152,-0.046452864,-0.0108271558,0.0386971348,0.0089996921,0.01358417,-0.03190847,0.02389352,-0.042846649,0.0259449199,-0.0013174027,-0.008281044,0.007124391,0.004679898,-0.0034830098,-0.0104497889,-0.0104560358,-0.0064388466,0.01832349,0.0293651166,-0.0369436813,0.0279128311,-0.01109713,-0.0241037758,-0.02755113,-0.04795628,-0.0918885462,-0.1048072,-0.3505415513,0.1235705,-0.1852771971,-0.060784552,-0.03792503,0.0168312723,0.0061057732,-0.0198211745,0.0396209895,-0.007161644,0.0104613397,0.0224380439,0.0194933669,0.01207208,0.05483193,0.0074967921,0.0700579698,0.0019139853,0.003782655,H1 antagonist
-0.0089638286,0.0191918443,0.01105397,-0.0072776204,-0.02015245,-0.0117816972,-0.0098857415,0.001447197,0.001657569,-0.007622966,-0.0271786854,-0.0445308184,0.0004051613,0.01182313,-0.0023932,-0.01464608,-0.0160140589,-0.0100498882,0.0164268085,-0.0032937636,-0.0109032884,-0.02625536,0.00534151,-0.005562661,-0.004751692,-0.01944762,0.008263817,0.005959629,0.0083974403,-0.0475959273,-0.0296747024,0.0106680275,-0.01156881,-0.0732433731,0.0248594918,0.0017169246,0.0126482344,0.01136739,-0.015916673,-0.0265310631,0.0492817035,0.0044113319,0.01233058,-0.04942653,0.004744649,-0.039678762,0.0368364077,-0.0030551446,-0.004162127,-0.01892863,-0.008834067,0.0143020828,-0.0287480215,-0.0158861612,-0.0645645491,-0.006353046,0.001177622,-0.0331618422,0.019911081,-0.003105049,-0.0382774233,-0.003135423,-0.03811226,-0.0994964821,-0.06313489,-0.29894596,0.07964543,-0.133164861,-0.0640372976,-0.04205031,0.0178360426,0.0031498833,-0.0032236321,-0.0058446821,-0.01864412,-0.0040034819,0.0085804472,0.0256219894,-0.01504865,0.01156571,0.0159398492,0.0145091454,0.0045339646,-0.0001968117,H1 antagonist
0.0057173413,0.0143890863,0.007284853,0.0199282792,0.03359809,0.002955858,0.0027458342,-0.00458261,-0.008663425,-0.008041783,0.0133210396,-0.0205976396,-0.0024658262,0.01760947,-0.01538285,0.0359046,0.0433819034,0.0008496153,-0.0294640175,-0.0057713531,-0.0270885459,0.02486078,0.013774192,-0.01220338,0.01309464,-0.008491455,-0.02652363,-0.00217735,-0.0215161682,0.0277379465,-0.0013378234,0.0021510769,-0.0130747,-0.0330691389,0.0343105029,0.0217199217,0.0025081473,0.05261636,-0.017199711,-0.0302841758,0.0011590281,-0.0279989842,0.02428736,-0.01746892,0.002890077,0.004749817,0.0606064757,0.0166957861,-0.0002532425,0.03304613,-0.01923551,0.0001822494,-0.0291081094,0.0081160075,0.0079649136,0.004999378,0.0071055867,-0.018923988,0.0235225436,-0.04308358,-0.0467080608,-0.004836384,-0.0008035996,-0.2116131246,-0.08685107,-0.2940060117,0.1992262,-0.0653196095,-0.0261888143,-0.006619058,0.0047520902,0.031598691,0.0263912452,0.0230182883,0.004133082,0.0067656054,0.0205731942,0.0195958106,0.04682624,0.02208163,-0.0226235805,-0.0027762004,0.0073507126,-0.0004319512,H1 antagonist
-0.0096875912,0.0081895781,0.01180019,0.0251356003,0.0087728,0.0101642006,-0.0145446331,-0.001482568,0.0161676046,-0.01044353,0.0354965074,-0.0317533488,-0.0149837588,0.01269236,0.0005042145,0.05456471,0.0136867952,0.0036877541,0.008417323,-0.0543219409,-0.0065862941,0.01541803,-0.008156452,0.01756385,0.005449208,-0.01697188,-0.03715173,-0.003781837,-0.0438339869,0.0183814714,0.001939671,0.0120587548,-0.004830712,-0.0085485045,0.0440984427,0.0123487094,-0.0209260844,0.06461905,-0.041460395,-0.0336554298,-0.0288792049,-0.0343231114,0.004547346,-0.03207834,0.01455378,-0.002538498,0.0393426727,0.0034063598,-0.01126138,0.01240917,-0.03084446,0.0033618448,-0.0199334893,0.0351923546,0.0484902188,0.007123201,0.0025551758,-0.027970918,0.0195540277,-0.03614542,-0.0314913225,0.01135167,-0.004683895,-0.2048855481,-0.08193334,-0.3027051709,0.1712932,-0.0732587975,-0.0267919371,-0.01205904,0.0130080634,0.0574530571,0.0574117522,0.0331499124,-0.009522124,0.0076075409,0.0239545678,-0.010206683,0.07062872,0.02324358,-0.0186492778,-0.0061858939,-0.0024534589,0.005455312,H1 antagonist
-0.0211322109,-0.0006462234,0.005880549,-0.0173416084,0.005839678,-0.0140151775,-0.0272010418,0.001983164,-0.076574562,-0.02843043,0.010311426,-0.0434674893,-0.0100794779,-0.0009081564,-0.0215069,0.04712496,-0.0024127622,-0.002519491,-0.0686055143,-0.0189736155,-0.0495154106,0.01748051,-0.0180977,-0.0172899,0.005002508,-0.02721787,-0.03862139,-0.00142302,-0.0670902872,0.0017093389,0.0070786543,0.0032274009,-0.03463479,-0.0522738741,0.0312075384,0.0167664289,0.0233177514,0.0220197,-0.048512714,-0.0395306628,0.0324647967,-0.0249384987,0.02631871,-0.02334257,0.01031839,0.01406261,0.0462335539,0.0157713582,0.0005682821,0.02668997,-0.02953701,0.0198984439,-0.0411109785,-0.0130278097,-0.0277163511,-0.001006275,-0.000319082,-0.0651378475,0.0227671151,-0.1117361,-0.1020218255,-0.002003974,-0.01591193,-0.1701630365,-0.1173231,-0.2745221988,0.1179918,-0.080329617,-0.0591410961,-0.003331189,0.0092220275,0.0252893905,0.0199318377,-0.0334620016,0.01356043,-0.0012432764,0.0008592739,0.0087029025,0.01513303,0.002008925,-0.0194143089,-0.0261941982,0.0010406282,-4.430916e-05,H1 antagonist
-0.022314744,-0.0176764684,4.934093e-05,-0.025155596,-0.003999199,-0.0150536397,-0.0135602369,0.0005304077,0.0568837137,-0.01423941,-0.0685252771,-0.031254529,-0.0214499283,0.01181796,-0.00919305,0.06703092,0.013555339,0.0211315505,0.0274097876,0.0834993147,0.0436282089,0.0243885,0.022791995,0.01020753,0.00914531,0.03033485,-0.00122963,0.006389037,0.0270307473,0.0135822043,0.0001091658,0.0076688727,0.02716213,0.0153320336,0.0175112926,0.0032318182,0.0241626658,0.006480855,0.004647449,-0.0008159389,-0.0395282895,-0.0041878549,-0.0619281,-0.07008552,-0.0211323,-0.013435793,0.0001094804,0.0195425396,-0.03884284,0.0168544,-0.03751533,-0.0062481581,-0.0040496258,-0.0024558517,-0.0085907439,0.004319978,0.0324547503,0.0119570147,-0.0041853288,0.005344113,0.0229139199,-0.02561999,-0.004215711,-0.150458071,-0.01749813,-0.2808538481,0.2284307,-0.0392768868,-0.010725079,0.00969822,0.0247863417,0.0368023181,0.0163704422,0.0054420176,0.01824344,0.0210397964,0.0118213375,0.0129189522,0.04434077,0.01175127,0.0636227641,-0.0087593596,0.0328055609,0.002896784,H1 antagonist
-0.0493738293,-0.0188326248,-0.003883179,-0.0560077224,-0.01318959,-0.0332470176,-0.0613070031,-0.002348981,0.0604460491,-0.0280124,-0.1639082778,-0.1052335181,-0.0846877791,0.02492585,-0.02133805,0.07870439,0.002348159,0.0109598301,0.0444927239,-0.0032221101,0.0526403892,0.03465823,0.063096418,0.03887492,0.007115691,0.0387605,-0.001394676,0.001571539,-0.0164533964,0.009085582,-0.015077065,-0.0116815057,0.05204597,-0.0002509459,0.0311889352,0.0078205622,0.0088650262,-0.0002861928,-0.052106213,-0.0300370756,-0.0630188112,-0.0290698337,-0.07000126,-0.1176956,-0.02954657,-0.048915678,-0.0261835067,0.020741389,-0.008066042,-0.02935439,-0.08316943,-0.0201786555,-0.0269112807,-0.0159633107,-0.0031871325,0.006465087,-0.0027921023,-0.0193986233,-0.0126498166,0.004465639,0.0145507281,-0.102219,-0.04437362,-0.1756224422,0.01000946,-0.2874710707,0.2181761,-0.0702791953,-0.039937008,0.0304363,0.0161707638,0.0098075187,0.0188353863,0.0102257519,-0.01804998,0.0170762068,0.018928827,-0.0100394065,0.03726891,0.07689553,0.0054575845,-0.0506530051,0.01512432,-0.00367687,H1 antagonist
